mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index
17968,gdb_18175,[H]C#CC1[NH2+]C([H])([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17969,gdb_18176,[H]C1=C(C#N)[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17970,gdb_18177,[H]C1=C(C#N)[C@]2([H])N([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.81
17971,gdb_18178,[H]C1=C(C#N)[C@]2([H])O[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.7
17972,gdb_18179,[H]C1=C(C#N)[C@@]2([H])[N@@H+](C1([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17973,gdb_18180,[H]C1([H])[NH2+]C(C#N)[N@@H+]2C([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17974,gdb_18181,[H]C#C[C@@]1([H])C([H])=C([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17975,gdb_18182,[H]C#C[C@@]1([H])C([H])=C([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17976,gdb_18183,[H]C#C[C@@]1([H])C([H])=C([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17977,gdb_18184,[H]C#C[C@@]1([H])C([H])=C([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
17978,gdb_18185,[H]C#C[C@@]1([H])[NH2+][C+]([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17979,gdb_18186,[H]C1=C([H])[C@@]2([H])C([H])([H])[C@@]2([H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.91
17980,gdb_18187,[H]C1=C([H])[C@]2([H])[N@@H+](C2([H])[H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.91
17981,gdb_18188,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2([H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.81
17982,gdb_18189,[H]C1=C([H])[C@@]2([H])O[C@@]2([H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.7
17983,gdb_18190,[H][C+]1[NH2+][C@]([H])(C#N)[C@@]2([H])[N@@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17984,gdb_18191,[H]C#C[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17985,gdb_18192,[H]C#C[C@]1([H])[N@@H+]2C([H])([H])[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
17986,gdb_18193,[H]C#C[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17987,gdb_18194,[H]C#C[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17988,gdb_18195,[H]C#C[C@@]1([H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17989,gdb_18196,[H]C#C[C@@]1([H])OC([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17990,gdb_18197,[H]C#C[C@@]1([H])OC([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
17991,gdb_18198,[H]C#C[C@@]1([H])OC([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
17992,gdb_18199,[H]C1([H])C([H])([H])[C@]([H])(C#N)[C@]2([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17993,gdb_18200,[H]C1([H])[N@@H+]2[C@@]1([H])C([H])([H])C([H])([H])[C@]2([H])C#N,C1,1,1,0.6900000000000001,pymatgen,8.09
17994,gdb_18201,[H]N1[C@@]2([H])[C@@]([H])(C#N)C([H])([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
17995,gdb_18202,[H]C1([H])C([H])([H])[C@@]2([H])O[C@@]2([H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.91
17996,gdb_18203,[H]C1([H])[N@H+]2C([H])([H])[C@@]2([H])[C@@]([H])(C#N)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
17997,gdb_18204,[H]C1([H])O[C@@]2([H])C([H])([H])[C@@]2([H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.91
17998,gdb_18205,[H]N1C([H])([H])[C@@]2([H])C([H])([H])[C@@]2([H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,8.0
17999,gdb_18206,[H]N1C([H])([H])[C@@]2([H])N([H])[C@@]2([H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.91
18000,gdb_18207,[H]N1C([H])([H])[C@@]2([H])O[C@@]2([H])[C@@]1([H])C#N,C1,1,1,0.6900000000000001,pymatgen,7.81
18001,gdb_18208,[H]C1([H])O[C@]([H])(C#N)[C@]2([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18002,gdb_18209,[H]N1[C@@]2([H])[C@@]([H])(C#N)OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
18003,gdb_18210,[H]C1([H])O[C@]([H])(C#N)[C@]2([H])O[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.7
18004,gdb_18211,[H]C(=O)C1=C([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18005,gdb_18212,[H]C(=O)C1=C([H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18006,gdb_18213,[H]C(=O)C1=C([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
18007,gdb_18214,[H]C(=O)C1=C([H])C([H])([H])[N@H+]2C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18008,gdb_18215,[H]C(=O)C1=C([H])N([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18009,gdb_18216,[H]C(=O)C1[NH2+]C([H])([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18010,gdb_18217,[H]C(=O)[C@@]1([H])C([H])=C([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18011,gdb_18218,[H]C(=O)[C@@]1([H])C([H])=C([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18012,gdb_18219,[H]C(=O)[C@@]1([H])C([H])=C([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18013,gdb_18220,[H]C(=O)[C@@]1([H])C([H])=C([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
18014,gdb_18221,[H]C(=O)[C@@]1([H])[NH2+][C+]([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18015,gdb_18222,[H]C(=O)N1C([H])=C([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18016,gdb_18223,[H]C(=O)N1[C+]([H])[NH2+][C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18017,gdb_18224,[H]C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18018,gdb_18225,[H]C(=O)[C@]1([H])[N@@H+]2C([H])([H])[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18019,gdb_18226,[H]C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18020,gdb_18227,[H]C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18021,gdb_18228,[H]C(=O)[C@@]1([H])C([H])([H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18022,gdb_18229,[H]C(=O)[C@@]1([H])C([H])([H])O[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18023,gdb_18230,[H]C(=O)[C@@]1([H])N([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18024,gdb_18231,[H]C(=O)[C@@]1([H])OC([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18025,gdb_18232,[H]C(=O)[C@@]1([H])OC([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18026,gdb_18233,[H]C(=O)[C@@]1([H])OC([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
18027,gdb_18234,[H]C(=O)N1C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18028,gdb_18235,[H]C([H])([H])[NH2+]C1OC([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18029,gdb_18236,[H]C([H])([H])[NH2+]C1OC([H])([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18030,gdb_18237,[H]N1[C@@]2([H])C([NH2+]C([H])([H])[H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
18031,gdb_18238,[H]C([H])([H])[NH2+]C1OC([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18032,gdb_18239,[H]C1=C(C([H])([H])C([H])([H])[H])[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18033,gdb_18240,[H]C1=C(C([H])([H])C([H])([H])[H])[C@]2([H])N([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
18034,gdb_18241,[H]C1=C(C([H])([H])C([H])([H])[H])[C@]2([H])O[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18035,gdb_18242,[H]C([H])([H])OC1[NH2+]C([H])([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18036,gdb_18243,[H]OC([H])([H])C1=C([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18037,gdb_18244,[H]OC([H])([H])C1=C([H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18038,gdb_18245,[H]OC([H])([H])C1=C([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18039,gdb_18246,[H]OC([H])([H])C1=C([H])C([H])([H])[N@H+]2C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18040,gdb_18247,[H]OC([H])([H])C1[NH2+]C([H])([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18041,gdb_18248,[H]C1=C([H])[C@]([H])(C([H])([H])C([H])([H])[H])[C@]2([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18042,gdb_18249,[H]C1=C([H])[C@]([H])(C([H])([H])C([H])([H])[H])[C@]2([H])N([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
18043,gdb_18250,[H]C1=C([H])[C@]([H])(C([H])([H])C([H])([H])[H])[C@]2([H])O[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18044,gdb_18251,[H]C1=C([H])[C@@]2([H])C([H])([H])[C@@]2([H])[C@@]1([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18045,gdb_18252,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2([H])[C@@]1([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18046,gdb_18253,[H]C1=C([H])[C@@]2([H])O[C@@]2([H])[C@@]1([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18047,gdb_18254,[H]OC([H])([H])[C@@]1([H])C([H])=C([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18048,gdb_18255,[H]OC([H])([H])[C@@]1([H])C([H])=C([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18049,gdb_18256,[H]OC([H])([H])[C@@]1([H])C([H])=C([H])[C@@]2([H])N([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18050,gdb_18257,[H]OC([H])([H])[C@@]1([H])C([H])=C([H])[C@@]2([H])O[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18051,gdb_18258,[H]C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.46
18052,gdb_18259,[H]C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18053,gdb_18260,[H]C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18054,gdb_18261,[H]C([H])([H])C([H])([H])[C@@]1([H])OC([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18055,gdb_18262,[H]N1[C@@]2([H])[C@@]([H])(C([H])([H])C([H])([H])[H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
18056,gdb_18263,[H]C([H])([H])C([H])([H])[C@@]1([H])OC([H])([H])[C@@]2([H])O[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18057,gdb_18264,[H]C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18058,gdb_18265,[H]N1[C@@]2([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
18059,gdb_18266,[H]C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18060,gdb_18267,[H]C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18061,gdb_18268,[H]C([H])([H])O[C@@]1([H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18062,gdb_18269,[H]C([H])([H])O[C@@]1([H])OC([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18063,gdb_18270,[H]N1[C@@]2([H])[C@@]([H])(OC([H])([H])[H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18064,gdb_18271,[H]C([H])([H])O[C@@]1([H])OC([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18065,gdb_18272,[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18066,gdb_18273,[H]OC([H])([H])[C@]1([H])[N@@H+]2C([H])([H])[C@]2([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18067,gdb_18274,[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
18068,gdb_18275,[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18069,gdb_18276,[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18070,gdb_18277,[H]OC([H])([H])[C@@]1([H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18071,gdb_18278,[H]OC([H])([H])[C@@]1([H])OC([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18072,gdb_18279,[H]OC([H])([H])[C@@]1([H])OC([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18073,gdb_18280,[H]OC([H])([H])[C@@]1([H])OC([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18074,gdb_18281,[H]C1=C([H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@]2([H])C1([H])[H],Cs,2,1,0.73,pymatgen,8.32
18075,gdb_18282,[H]C1=NC([H])([H])[C@@]2([H])[C@@]([H])(O1)[C@@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18076,gdb_18283,[H]O[C@]1([H])[C@]2([H])C([H])([H])C([H])=C([H])C([H])([H])[C@]12[H],Cs,2,1,0.73,pymatgen,8.17
18077,gdb_18284,[H]O[C@]1([H])[C@]2([H])OC([H])=NC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18078,gdb_18285,[H]C1=C([H])[C@]2([H])[C@]([H])(C([H])([H])C1([H])[H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18079,gdb_18286,[H]C1=N[C@]2([H])[C@]([H])(C([H])([H])O1)[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18080,gdb_18287,[H]C1=C([H])[C@]2([H])[C@]([H])(OC1([H])[H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18081,gdb_18288,[H]O[C@]1([H])[C@]2([H])C([H])=C([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18082,gdb_18289,[H]O[C@]1([H])[C@]2([H])N=C([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18083,gdb_18290,[H]O[C@@]1([H])[C@@]2([H])OC([H])([H])C([H])=C([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18084,gdb_18291,[H]C1([H])C([H])([H])C([H])([H])[C@]2([H])[C@]([H])(C([H])([H])[H])[C@]2([H])C1([H])[H],Cs,2,1,0.73,pymatgen,8.46
18085,gdb_18292,[H]C1([H])O[C@]2([H])[C@]([H])(C([H])([H])C1([H])[H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18086,gdb_18293,[H]C1([H])OC([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18087,gdb_18294,[H]C1([H])OC([H])([H])[C@@]2([H])[N@@H+](C1([H])[H])[C@@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18088,gdb_18295,[H]C1([H])OC([H])([H])[C@@]2([H])[C@@]([H])(O1)[C@@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18089,gdb_18296,[H]C1([H])O[C@@]2([H])[C@@]([H])(OC1([H])[H])[C@@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18090,gdb_18297,[H]C([H])([H])[N@H+]1[C@@]2([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18091,gdb_18298,[H]O[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18092,gdb_18299,[H]O[C@]1([H])[C@]2([H])OC([H])([H])C([H])([H])C([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18093,gdb_18300,[H]O[C@]1([H])[C@]2([H])C([H])([H])OC([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18094,gdb_18301,[H]O[C@]1([H])[C@]2([H])OC([H])([H])OC([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18095,gdb_18302,[H]O[C@]1([H])[C@]2([H])OC([H])([H])C([H])([H])N([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18096,gdb_18303,[H]O[C@]1([H])[C@]2([H])OC([H])([H])C([H])([H])O[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18097,gdb_18304,[H]C1=C([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]2([H])C1=O,C1,1,1,0.6900000000000001,pymatgen,8.0
18098,gdb_18305,[H]C1=C([H])[C@]2([H])N(C1=O)C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18099,gdb_18306,[H]C1=C([H])[C@@]2([H])C([H])([H])O[C@@]2([H])C1=O,C1,1,1,0.6900000000000001,pymatgen,7.81
18100,gdb_18307,[H]C1=C([H])[C@@]2([H])OC([H])([H])[C@@]2([H])C1=O,C1,1,1,0.6900000000000001,pymatgen,7.81
18101,gdb_18308,[H]C1=C([H])[N@+]2([H])[C@H](C1=O)C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18102,gdb_18309,[H][N-]C1[N@H+]2[C@@H]([NH2+]C1([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
18103,gdb_18310,[H]C1=C2C([H])([H])C([H])([H])[C@@]2([H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18104,gdb_18311,[H]C1=C2N(C(=O)C1([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18105,gdb_18312,[H]C1=C2C([H])([H])N([H])[C@@]2([H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18106,gdb_18313,[H]C1=C2C([H])([H])O[C@@]2([H])C(=O)C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.81
18107,gdb_18314,[H]C1([H])N=C2N(C1=O)C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.81
18108,gdb_18315,[H]N1[C@@H]2[NH2+]C([H])([H])C(=O)[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18109,gdb_18316,[H]C1([H])[NH2+][C@H]2OC([H])([H])[C@@]2([H])C1=O,C1,1,1,0.6900000000000001,pymatgen,8.0
18110,gdb_18317,[H][C+]1[C@H]2C([H])([H])C([H])([H])[C@@]2([H])C(=O)N1[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18111,gdb_18318,[H][C+]1[C@H]2C([H])([H])N([H])[C@@]2([H])C(=O)N1[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18112,gdb_18319,[H][C+]1[C@H]2C([H])([H])O[C@@]2([H])C(=O)N1[H],C1,1,1,0.6900000000000001,pymatgen,7.81
18113,gdb_18320,[H][N-]C1OC([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18114,gdb_18321,[H][N-]C1OC([H])([H])[C@@]2([H])C([H])([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18115,gdb_18322,[H][N-]C1OC([H])([H])[C@@]2([H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18116,gdb_18323,[H]C1([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18117,gdb_18324,[H]C1([H])C(=O)N2C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18118,gdb_18325,[H]C1([H])C(=O)[C@]2([H])OC([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18119,gdb_18326,[H]C1([H])C(=O)[C@]2([H])C([H])([H])O[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18120,gdb_18327,[H]C1([H])C(=O)[C@@]2([H])[N@@H+](C1([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
18121,gdb_18328,[H]N1C([H])([H])C(=O)[C@]2([H])N([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18122,gdb_18329,[H]N1C([H])([H])C(=O)[C@]2([H])OC([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18123,gdb_18330,[H]C1([H])O[C@@]2([H])C([H])([H])C([H])([H])[C@@]2([H])C1=O,C1,1,1,0.6900000000000001,pymatgen,8.0
18124,gdb_18331,[H]N1C([H])([H])[C@]2([H])OC([H])([H])C(=O)[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18125,gdb_18332,[H]C1([H])O[C@@]2([H])C([H])([H])O[C@@]2([H])C1=O,C1,1,1,0.6900000000000001,pymatgen,7.81
18126,gdb_18333,[H]N1C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
18127,gdb_18334,[H]N1C(=O)N2C([H])([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18128,gdb_18335,[H]N1C(=O)[C@]2([H])OC([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18129,gdb_18336,[H]N1C(=O)[C@]2([H])C([H])([H])O[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18130,gdb_18337,[H]C1([H])OC(=O)[C@]2([H])C([H])([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
18131,gdb_18338,[H]C1([H])N2C(=O)OC([H])([H])[C@@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
18132,gdb_18339,[H]N1C([H])([H])[C@]2([H])C([H])([H])OC(=O)[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
